lcl|NC_000962.3_prot_NP_214515.1_1	cds-NP_214515.1
lcl|NC_000962.3_prot_NP_215789.1_1270	cds-NP_215789.1
lcl|NC_000962.3_prot_NP_215790.1_1271	cds-NP_215790.1
lcl|NC_000962.3_prot_NP_215791.1_1272	cds-NP_215791.1
lcl|NC_000962.3_prot_NP_215792.1_1273	cds-NP_215792.1
lcl|NC_000962.3_prot_NP_215793.1_1274	cds-NP_215793.1
lcl|NC_000962.3_prot_NP_215794.1_1275	cds-NP_215794.1
lcl|NC_000962.3_prot_NP_215795.1_1276	cds-NP_215795.1
lcl|NC_000962.3_prot_NP_215796.1_1277	cds-NP_215796.1
lcl|NC_000962.3_prot_NP_215797.1_1278	cds-NP_215797.1
lcl|NC_000962.3_prot_NP_215798.1_1279	cds-NP_215798.1
lcl|NC_000962.3_prot_NP_215799.1_1280	cds-NP_215799.1
lcl|NC_000962.3_prot_NP_215800.1_1281	cds-NP_215800.1
lcl|NC_000962.3_prot_NP_215801.1_1282	cds-NP_215801.1
lcl|NC_000962.3_prot_NP_215802.1_1283	cds-NP_215802.1
lcl|NC_000962.3_prot_NP_215803.1_1284	cds-NP_215803.1
lcl|NC_000962.3_prot_NP_215804.1_1285	cds-NP_215804.1
lcl|NC_000962.3_prot_NP_215805.1_1286	cds-NP_215805.1
lcl|NC_000962.3_prot_NP_215806.1_1287	cds-NP_215806.1
lcl|NC_000962.3_prot_YP_177642.1_1288	cds-YP_177642.1
lcl|NC_000962.3_prot_NP_215807.1_1289	cds-NP_215807.1
lcl|NC_000962.3_prot_NP_215808.1_1290	cds-NP_215808.1
lcl|NC_000962.3_prot_NP_215809.1_1291	cds-NP_215809.1
lcl|NC_000962.3_prot_NP_215810.1_1292	cds-NP_215810.1
lcl|NC_000962.3_prot_NP_215811.1_1293	cds-NP_215811.1
lcl|NC_000962.3_prot_NP_215812.1_1294	cds-NP_215812.1
lcl|NC_000962.3_prot_NP_215813.1_1295	cds-NP_215813.1
lcl|NC_000962.3_prot_NP_215814.1_1296	cds-NP_215814.1
lcl|NC_000962.3_prot_NP_215815.1_1297	cds-NP_215815.1
lcl|NC_000962.3_prot_NP_215816.1_1298	cds-NP_215816.1
lcl|NC_000962.3_prot_NP_215817.1_1299	cds-NP_215817.1
lcl|NC_000962.3_prot_NP_215818.1_1300	cds-NP_215818.1
lcl|NC_000962.3_prot_NP_215819.1_1301	cds-NP_215819.1
lcl|NC_000962.3_prot_NP_215820.1_1302	cds-NP_215820.1
lcl|NC_000962.3_prot_NP_215821.1_1303	cds-NP_215821.1
lcl|NC_000962.3_prot_NP_215822.1_1304	cds-NP_215822.1
lcl|NC_000962.3_prot_NP_215823.1_1305	cds-NP_215823.1
lcl|NC_000962.3_prot_NP_215824.1_1306	cds-NP_215824.1
lcl|NC_000962.3_prot_NP_215825.1_1307	cds-NP_215825.1
lcl|NC_000962.3_prot_NP_215826.1_1308	cds-NP_215826.1
lcl|NC_000962.3_prot_NP_215827.1_1309	cds-NP_215827.1
lcl|NC_000962.3_prot_NP_215828.1_1310	cds-NP_215828.1
lcl|NC_000962.3_prot_NP_215829.1_1311	cds-NP_215829.1
lcl|NC_000962.3_prot_NP_215830.1_1312	cds-NP_215830.1
lcl|NC_000962.3_prot_NP_215831.1_1313	cds-NP_215831.1
lcl|NC_000962.3_prot_NP_215832.1_1314	cds-NP_215832.1
lcl|NC_000962.3_prot_NP_215833.1_1315	cds-NP_215833.1
lcl|NC_000962.3_prot_NP_215834.1_1316	cds-NP_215834.1
lcl|NC_000962.3_prot_NP_215835.1_1317	cds-NP_215835.1
lcl|NC_000962.3_prot_NP_215836.1_1318	cds-NP_215836.1
lcl|NC_000962.3_prot_NP_215837.1_1319	cds-NP_215837.1
lcl|NC_000962.3_prot_NP_215838.1_1320	cds-NP_215838.1
lcl|NC_000962.3_prot_YP_177643.1_1321	cds-YP_177643.1
lcl|NC_000962.3_prot_NP_215839.1_1322	cds-NP_215839.1
lcl|NC_000962.3_prot_NP_215840.1_1323	cds-NP_215840.1
lcl|NC_000962.3_prot_YP_177799.1_1324	cds-YP_177799.1
lcl|NC_000962.3_prot_NP_215842.1_1325	cds-NP_215842.1
lcl|NC_000962.3_prot_NP_215843.2_1326	cds-NP_215843.2
lcl|NC_000962.3_prot_NP_215844.1_1327	cds-NP_215844.1
lcl|NC_000962.3_prot_NP_215845.1_1328	cds-NP_215845.1
lcl|NC_000962.3_prot_NP_215846.2_1329	cds-NP_215846.2
lcl|NC_000962.3_prot_NP_215847.1_1330	cds-NP_215847.1
lcl|NC_000962.3_prot_NP_215848.1_1331	cds-NP_215848.1
lcl|NC_000962.3_prot_NP_215849.1_1332	cds-NP_215849.1
lcl|NC_000962.3_prot_NP_215850.1_1333	cds-NP_215850.1
lcl|NC_000962.3_prot_NP_215851.1_1334	cds-NP_215851.1
lcl|NC_000962.3_prot_NP_215852.1_1335	cds-NP_215852.1
lcl|NC_000962.3_prot_NP_215853.1_1336	cds-NP_215853.1
lcl|NC_000962.3_prot_NP_215854.1_1337	cds-NP_215854.1
lcl|NC_000962.3_prot_NP_215855.1_1338	cds-NP_215855.1
lcl|NC_000962.3_prot_NP_215856.1_1339	cds-NP_215856.1
lcl|NC_000962.3_prot_NP_215857.1_1340	cds-NP_215857.1
lcl|NC_000962.3_prot_YP_177800.1_1341	cds-YP_177800.1
lcl|NC_000962.3_prot_NP_215859.1_1342	cds-NP_215859.1
lcl|NC_000962.3_prot_NP_215860.1_1343	cds-NP_215860.1
lcl|NC_000962.3_prot_NP_215861.1_1344	cds-NP_215861.1
lcl|NC_000962.3_prot_NP_215862.1_1345	cds-NP_215862.1
lcl|NC_000962.3_prot_NP_215863.1_1346	cds-NP_215863.1
lcl|NC_000962.3_prot_NP_215864.1_1347	cds-NP_215864.1
lcl|NC_000962.3_prot_NP_215865.1_1348	cds-NP_215865.1
lcl|NC_000962.3_prot_NP_215866.1_1349	cds-NP_215866.1
lcl|NC_000962.3_prot_NP_215867.1_1350	cds-NP_215867.1
lcl|NC_000962.3_prot_NP_215868.1_1351	cds-NP_215868.1
lcl|NC_000962.3_prot_NP_215869.1_1352	cds-NP_215869.1
lcl|NC_000962.3_prot_NP_215870.1_1353	cds-NP_215870.1
lcl|NC_000962.3_prot_NP_215871.1_1354	cds-NP_215871.1
lcl|NC_000962.3_prot_NP_215872.1_1355	cds-NP_215872.1
lcl|NC_000962.3_prot_NP_215873.1_1356	cds-NP_215873.1
lcl|NC_000962.3_prot_NP_215874.1_1357	cds-NP_215874.1
lcl|NC_000962.3_prot_NP_215875.1_1358	cds-NP_215875.1
lcl|NC_000962.3_prot_NP_215876.1_1359	cds-NP_215876.1
lcl|NC_000962.3_prot_YP_177801.1_1360	cds-YP_177801.1
lcl|NC_000962.3_prot_NP_215878.1_1361	cds-NP_215878.1
lcl|NC_000962.3_prot_NP_215879.1_1362	cds-NP_215879.1
lcl|NC_000962.3_prot_YP_177802.1_1363	cds-YP_177802.1
lcl|NC_000962.3_prot_NP_215881.1_1364	cds-NP_215881.1
lcl|NC_000962.3_prot_NP_215882.1_1365	cds-NP_215882.1
lcl|NC_000962.3_prot_YP_004837053.2_1366	cds-YP_004837053.2
lcl|NC_000962.3_prot_NP_215883.1_1367	cds-NP_215883.1
lcl|NC_000962.3_prot_NP_215884.1_1368	cds-NP_215884.1
lcl|NC_000962.3_prot_NP_215887.1_1369	cds-NP_215887.1
lcl|NC_000962.3_prot_YP_177803.1_1370	cds-YP_177803.1
lcl|NC_000962.3_prot_NP_215889.1_1371	cds-NP_215889.1
lcl|NC_000962.3_prot_NP_215890.2_1372	cds-NP_215890.2
lcl|NC_000962.3_prot_NP_215891.1_1373	cds-NP_215891.1
lcl|NC_000962.3_prot_NP_215892.1_1374	cds-NP_215892.1
lcl|NC_000962.3_prot_NP_215893.1_1375	cds-NP_215893.1
lcl|NC_000962.3_prot_NP_215894.1_1376	cds-NP_215894.1
lcl|NC_000962.3_prot_NP_215895.1_1377	cds-NP_215895.1
lcl|NC_000962.3_prot_NP_215896.1_1378	cds-NP_215896.1
lcl|NC_000962.3_prot_NP_215897.1_1379	cds-NP_215897.1
lcl|NC_000962.3_prot_NP_215898.1_1380	cds-NP_215898.1
lcl|NC_000962.3_prot_NP_215899.1_1381	cds-NP_215899.1
lcl|NC_000962.3_prot_YP_177804.1_1382	cds-YP_177804.1
lcl|NC_000962.3_prot_NP_215901.1_1383	cds-NP_215901.1
lcl|NC_000962.3_prot_YP_177805.1_1384	cds-YP_177805.1
lcl|NC_000962.3_prot_YP_177806.1_1385	cds-YP_177806.1
lcl|NC_000962.3_prot_NP_215904.1_1386	cds-NP_215904.1
lcl|NC_000962.3_prot_NP_215905.1_1387	cds-NP_215905.1
lcl|NC_000962.3_prot_NP_215906.1_1388	cds-NP_215906.1
lcl|NC_000962.3_prot_NP_215907.1_1389	cds-NP_215907.1
lcl|NC_000962.3_prot_NP_215908.1_1390	cds-NP_215908.1
lcl|NC_000962.3_prot_NP_215909.1_1391	cds-NP_215909.1
lcl|NC_000962.3_prot_YP_177807.1_1392	cds-YP_177807.1
lcl|NC_000962.3_prot_YP_177808.1_1393	cds-YP_177808.1
lcl|NC_000962.3_prot_YP_177809.1_1394	cds-YP_177809.1
lcl|NC_000962.3_prot_NP_215913.1_1395	cds-NP_215913.1
lcl|NC_000962.3_prot_NP_215914.1_1396	cds-NP_215914.1
lcl|NC_000962.3_prot_NP_215915.1_1397	cds-NP_215915.1
lcl|NC_000962.3_prot_NP_215916.1_1398	cds-NP_215916.1
lcl|NC_000962.3_prot_NP_215917.1_1399	cds-NP_215917.1
lcl|NC_000962.3_prot_NP_215918.1_1400	cds-NP_215918.1
lcl|NC_000962.3_prot_NP_215919.1_1401	cds-NP_215919.1
lcl|NC_000962.3_prot_NP_215920.1_1402	cds-NP_215920.1
lcl|NC_000962.3_prot_NP_215921.1_1403	cds-NP_215921.1
lcl|NC_000962.3_prot_NP_215922.1_1404	cds-NP_215922.1
lcl|NC_000962.3_prot_NP_215923.1_1405	cds-NP_215923.1
lcl|NC_000962.3_prot_NP_215924.1_1406	cds-NP_215924.1
lcl|NC_000962.3_prot_NP_215925.1_1407	cds-NP_215925.1
lcl|NC_000962.3_prot_NP_215926.1_1408	cds-NP_215926.1
lcl|NC_000962.3_prot_NP_215927.1_1409	cds-NP_215927.1
lcl|NC_000962.3_prot_NP_215928.1_1410	cds-NP_215928.1
lcl|NC_000962.3_prot_NP_215929.1_1411	cds-NP_215929.1
lcl|NC_000962.3_prot_NP_215930.1_1412	cds-NP_215930.1
lcl|NC_000962.3_prot_NP_215931.1_1413	cds-NP_215931.1
lcl|NC_000962.3_prot_NP_215932.2_1414	cds-NP_215932.2
lcl|NC_000962.3_prot_NP_215933.1_1415	cds-NP_215933.1
lcl|NC_000962.3_prot_NP_215934.1_1416	cds-NP_215934.1
lcl|NC_000962.3_prot_NP_215935.1_1417	cds-NP_215935.1
lcl|NC_000962.3_prot_NP_215936.1_1418	cds-NP_215936.1
lcl|NC_000962.3_prot_NP_215937.1_1419	cds-NP_215937.1
lcl|NC_000962.3_prot_NP_215938.1_1420	cds-NP_215938.1
lcl|NC_000962.3_prot_NP_215939.1_1421	cds-NP_215939.1
lcl|NC_000962.3_prot_NP_215940.1_1422	cds-NP_215940.1
lcl|NC_000962.3_prot_NP_215941.1_1423	cds-NP_215941.1
lcl|NC_000962.3_prot_NP_215942.1_1424	cds-NP_215942.1
lcl|NC_000962.3_prot_NP_215943.1_1425	cds-NP_215943.1
lcl|NC_000962.3_prot_NP_215944.1_1426	cds-NP_215944.1
lcl|NC_000962.3_prot_NP_215945.1_1427	cds-NP_215945.1
lcl|NC_000962.3_prot_YP_177810.1_1428	cds-YP_177810.1
lcl|NC_000962.3_prot_NP_215947.1_1429	cds-NP_215947.1
lcl|NC_000962.3_prot_NP_215948.1_1430	cds-NP_215948.1
lcl|NC_000962.3_prot_NP_215949.1_1431	cds-NP_215949.1
lcl|NC_000962.3_prot_NP_215950.1_1432	cds-NP_215950.1
lcl|NC_000962.3_prot_NP_215951.1_1433	cds-NP_215951.1
lcl|NC_000962.3_prot_NP_215952.1_1434	cds-NP_215952.1
lcl|NC_000962.3_prot_NP_215953.1_1435	cds-NP_215953.1
lcl|NC_000962.3_prot_NP_215954.1_1436	cds-NP_215954.1
lcl|NC_000962.3_prot_NP_215955.1_1437	cds-NP_215955.1
lcl|NC_000962.3_prot_NP_215956.2_1438	cds-NP_215956.2
lcl|NC_000962.3_prot_YP_177811.1_1439	cds-YP_177811.1
lcl|NC_000962.3_prot_NP_215958.1_1440	cds-NP_215958.1
lcl|NC_000962.3_prot_NP_215959.1_1441	cds-NP_215959.1
lcl|NC_000962.3_prot_NP_215960.1_1442	cds-NP_215960.1
lcl|NC_000962.3_prot_NP_215961.1_1443	cds-NP_215961.1
lcl|NC_000962.3_prot_NP_215962.1_1444	cds-NP_215962.1
lcl|NC_000962.3_prot_NP_215963.1_1445	cds-NP_215963.1
lcl|NC_000962.3_prot_NP_215964.1_1446	cds-NP_215964.1
lcl|NC_000962.3_prot_NP_215965.1_1447	cds-NP_215965.1
lcl|NC_000962.3_prot_YP_177812.1_1448	cds-YP_177812.1
lcl|NC_000962.3_prot_NP_215967.1_1449	cds-NP_215967.1
lcl|NC_000962.3_prot_YP_177813.1_1450	cds-YP_177813.1
lcl|NC_000962.3_prot_NP_215969.2_1451	cds-NP_215969.2
lcl|NC_000962.3_prot_NP_215970.1_1452	cds-NP_215970.1
lcl|NC_000962.3_prot_NP_215971.1_1453	cds-NP_215971.1
lcl|NC_000962.3_prot_NP_215972.1_1454	cds-NP_215972.1
lcl|NC_000962.3_prot_NP_215973.1_1455	cds-NP_215973.1
lcl|NC_000962.3_prot_NP_215974.1_1456	cds-NP_215974.1
lcl|NC_000962.3_prot_NP_215975.1_1457	cds-NP_215975.1
lcl|NC_000962.3_prot_NP_215976.2_1458	cds-NP_215976.2
lcl|NC_000962.3_prot_NP_215977.1_1459	cds-NP_215977.1
lcl|NC_000962.3_prot_NP_215978.1_1460	cds-NP_215978.1
lcl|NC_000962.3_prot_NP_215979.1_1461	cds-NP_215979.1
lcl|NC_000962.3_prot_NP_215980.1_1462	cds-NP_215980.1
lcl|NC_000962.3_prot_NP_215981.1_1463	cds-NP_215981.1
lcl|NC_000962.3_prot_NP_215982.1_1464	cds-NP_215982.1
lcl|NC_000962.3_prot_NP_215983.1_1465	cds-NP_215983.1
lcl|NC_000962.3_prot_YP_177814.1_1466	cds-YP_177814.1
lcl|NC_000962.3_prot_NP_215985.1_1467	cds-NP_215985.1
lcl|NC_000962.3_prot_NP_215986.1_1468	cds-NP_215986.1
lcl|NC_000962.3_prot_YP_177815.1_1469	cds-YP_177815.1
lcl|NC_000962.3_prot_NP_215988.1_1470	cds-NP_215988.1
lcl|NC_000962.3_prot_NP_215989.1_1471	cds-NP_215989.1
lcl|NC_000962.3_prot_YP_177644.1_1472	cds-YP_177644.1
lcl|NC_000962.3_prot_NP_215990.1_1473	cds-NP_215990.1
lcl|NC_000962.3_prot_NP_215991.1_1474	cds-NP_215991.1
lcl|NC_000962.3_prot_NP_215992.1_1475	cds-NP_215992.1
lcl|NC_000962.3_prot_NP_215993.1_1476	cds-NP_215993.1
lcl|NC_000962.3_prot_NP_215994.1_1477	cds-NP_215994.1
lcl|NC_000962.3_prot_YP_177816.1_1478	cds-YP_177816.1
lcl|NC_000962.3_prot_NP_215996.1_1479	cds-NP_215996.1
lcl|NC_000962.3_prot_NP_215997.1_1480	cds-NP_215997.1
lcl|NC_000962.3_prot_NP_215998.2_1481	cds-NP_215998.2
lcl|NC_000962.3_prot_NP_215999.1_1482	cds-NP_215999.1
lcl|NC_000962.3_prot_NP_216000.1_1483	cds-NP_216000.1
lcl|NC_000962.3_prot_NP_216001.1_1484	cds-NP_216001.1
lcl|NC_000962.3_prot_NP_216002.2_1485	cds-NP_216002.2
lcl|NC_000962.3_prot_NP_216003.1_1486	cds-NP_216003.1
lcl|NC_000962.3_prot_NP_216004.1_1487	cds-NP_216004.1
lcl|NC_000962.3_prot_YP_177645.1_1488	cds-YP_177645.1
lcl|NC_000962.3_prot_YP_177646.1_1489	cds-YP_177646.1
lcl|NC_000962.3_prot_NP_216006.1_1490	cds-NP_216006.1
lcl|NC_000962.3_prot_NP_216007.1_1491	cds-NP_216007.1
lcl|NC_000962.3_prot_NP_216008.1_1492	cds-NP_216008.1
lcl|NC_000962.3_prot_NP_216009.1_1493	cds-NP_216009.1
lcl|NC_000962.3_prot_NP_216010.1_1494	cds-NP_216010.1
lcl|NC_000962.3_prot_NP_216011.1_1495	cds-NP_216011.1
lcl|NC_000962.3_prot_NP_216012.1_1496	cds-NP_216012.1
lcl|NC_000962.3_prot_NP_216013.1_1497	cds-NP_216013.1
lcl|NC_000962.3_prot_NP_216014.1_1498	cds-NP_216014.1
lcl|NC_000962.3_prot_YP_177647.1_1499	cds-YP_177647.1
lcl|NC_000962.3_prot_NP_216015.2_1500	cds-NP_216015.2
lcl|NC_000962.3_prot_NP_216016.1_1501	cds-NP_216016.1
lcl|NC_000962.3_prot_NP_216017.1_1502	cds-NP_216017.1
lcl|NC_000962.3_prot_NP_216018.1_1503	cds-NP_216018.1
lcl|NC_000962.3_prot_NP_216021.1_1504	cds-NP_216021.1
lcl|NC_000962.3_prot_NP_216022.1_1505	cds-NP_216022.1
lcl|NC_000962.3_prot_NP_216023.1_1506	cds-NP_216023.1
lcl|NC_000962.3_prot_YP_177648.1_1507	cds-YP_177648.1
lcl|NC_000962.3_prot_NP_216024.1_1508	cds-NP_216024.1
lcl|NC_000962.3_prot_YP_177649.1_1509	cds-YP_177649.1
lcl|NC_000962.3_prot_NP_216025.1_1510	cds-NP_216025.1
lcl|NC_000962.3_prot_NP_216026.1_1511	cds-NP_216026.1
lcl|NC_000962.3_prot_NP_216027.1_1512	cds-NP_216027.1
lcl|NC_000962.3_prot_NP_216028.1_1513	cds-NP_216028.1
lcl|NC_000962.3_prot_NP_216029.1_1514	cds-NP_216029.1
lcl|NC_000962.3_prot_NP_216030.1_1515	cds-NP_216030.1
lcl|NC_000962.3_prot_NP_216031.1_1516	cds-NP_216031.1
lcl|NC_000962.3_prot_NP_216032.2_1517	cds-NP_216032.2
lcl|NC_000962.3_prot_NP_216033.1_1518	cds-NP_216033.1
lcl|NC_000962.3_prot_NP_216034.1_1519	cds-NP_216034.1
lcl|NC_000962.3_prot_NP_216035.1_1520	cds-NP_216035.1
lcl|NC_000962.3_prot_NP_216036.3_1521	cds-NP_216036.3
lcl|NC_000962.3_prot_NP_216037.1_1522	cds-NP_216037.1
lcl|NC_000962.3_prot_NP_216038.1_1523	cds-NP_216038.1
lcl|NC_000962.3_prot_NP_216039.1_1524	cds-NP_216039.1
lcl|NC_000962.3_prot_NP_216040.1_1525	cds-NP_216040.1
lcl|NC_000962.3_prot_NP_216041.1_1526	cds-NP_216041.1
lcl|NC_000962.3_prot_NP_216042.1_1527	cds-NP_216042.1
lcl|NC_000962.3_prot_NP_216043.1_1528	cds-NP_216043.1
lcl|NC_000962.3_prot_NP_216044.1_1529	cds-NP_216044.1
lcl|NC_000962.3_prot_NP_216045.1_1530	cds-NP_216045.1
lcl|NC_000962.3_prot_NP_216046.1_1531	cds-NP_216046.1
lcl|NC_000962.3_prot_NP_216047.1_1532	cds-NP_216047.1
lcl|NC_000962.3_prot_NP_216048.1_1533	cds-NP_216048.1
lcl|NC_000962.3_prot_NP_216049.1_1534	cds-NP_216049.1
lcl|NC_000962.3_prot_NP_216050.1_1535	cds-NP_216050.1
lcl|NC_000962.3_prot_NP_216051.1_1536	cds-NP_216051.1
lcl|NC_000962.3_prot_NP_216052.1_1537	cds-NP_216052.1
lcl|NC_000962.3_prot_NP_216053.3_1538	cds-NP_216053.3
lcl|NC_000962.3_prot_NP_216054.1_1539	cds-NP_216054.1
lcl|NC_000962.3_prot_NP_216055.1_1540	cds-NP_216055.1
lcl|NC_000962.3_prot_NP_216056.1_1541	cds-NP_216056.1
lcl|NC_000962.3_prot_NP_216057.1_1542	cds-NP_216057.1
lcl|NC_000962.3_prot_NP_216058.1_1543	cds-NP_216058.1
lcl|NC_000962.3_prot_NP_216059.1_1544	cds-NP_216059.1
lcl|NC_000962.3_prot_NP_216060.1_1545	cds-NP_216060.1
lcl|NC_000962.3_prot_NP_216061.1_1546	cds-NP_216061.1
lcl|NC_000962.3_prot_NP_216062.1_1547	cds-NP_216062.1
lcl|NC_000962.3_prot_NP_216063.1_1548	cds-NP_216063.1
lcl|NC_000962.3_prot_YP_177817.1_1549	cds-YP_177817.1
lcl|NC_000962.3_prot_NP_216066.1_1550	cds-NP_216066.1
lcl|NC_000962.3_prot_NP_216067.1_1551	cds-NP_216067.1
lcl|NC_000962.3_prot_NP_216068.1_1552	cds-NP_216068.1
lcl|NC_000962.3_prot_NP_216069.1_1553	cds-NP_216069.1
lcl|NC_000962.3_prot_NP_216070.1_1554	cds-NP_216070.1
lcl|NC_000962.3_prot_NP_216071.1_1555	cds-NP_216071.1
lcl|NC_000962.3_prot_NP_216072.1_1556	cds-NP_216072.1
lcl|NC_000962.3_prot_NP_216073.1_1557	cds-NP_216073.1
lcl|NC_000962.3_prot_NP_216074.1_1558	cds-NP_216074.1
lcl|NC_000962.3_prot_NP_216075.1_1559	cds-NP_216075.1
lcl|NC_000962.3_prot_NP_216076.1_1560	cds-NP_216076.1
lcl|NC_000962.3_prot_NP_216077.1_1561	cds-NP_216077.1
lcl|NC_000962.3_prot_YP_177819.1_1562	cds-YP_177819.1
lcl|NC_000962.3_prot_YP_177820.1_1563	cds-YP_177820.1
lcl|NC_000962.3_prot_YP_177821.1_1564	cds-YP_177821.1
lcl|NC_000962.3_prot_NP_216081.1_1565	cds-NP_216081.1
lcl|NC_000962.3_prot_NP_216082.1_1566	cds-NP_216082.1
lcl|NC_000962.3_prot_NP_216083.1_1567	cds-NP_216083.1
lcl|NC_000962.3_prot_NP_216084.1_1568	cds-NP_216084.1
lcl|NC_000962.3_prot_YP_177822.1_1569	cds-YP_177822.1
lcl|NC_000962.3_prot_NP_216086.1_1570	cds-NP_216086.1
lcl|NC_000962.3_prot_NP_216087.1_1571	cds-NP_216087.1
lcl|NC_000962.3_prot_NP_216089.1_1572	cds-NP_216089.1
lcl|NC_000962.3_prot_NP_216090.1_1573	cds-NP_216090.1
lcl|NC_000962.3_prot_NP_216091.2_1574	cds-NP_216091.2
lcl|NC_000962.3_prot_NP_216092.1_1575	cds-NP_216092.1
lcl|NC_000962.3_prot_NP_216093.1_1576	cds-NP_216093.1
lcl|NC_000962.3_prot_NP_216094.1_1577	cds-NP_216094.1
lcl|NC_000962.3_prot_NP_216095.1_1578	cds-NP_216095.1
lcl|NC_000962.3_prot_NP_216096.1_1579	cds-NP_216096.1
lcl|NC_000962.3_prot_NP_216097.1_1580	cds-NP_216097.1
lcl|NC_000962.3_prot_NP_216098.1_1581	cds-NP_216098.1
lcl|NC_000962.3_prot_NP_216099.1_1582	cds-NP_216099.1
lcl|NC_000962.3_prot_NP_216100.1_1583	cds-NP_216100.1
lcl|NC_000962.3_prot_NP_216101.1_1584	cds-NP_216101.1
lcl|NC_000962.3_prot_NP_216102.1_1585	cds-NP_216102.1
lcl|NC_000962.3_prot_NP_216103.2_1586	cds-NP_216103.2
lcl|NC_000962.3_prot_NP_216104.1_1587	cds-NP_216104.1
lcl|NC_000962.3_prot_NP_216105.1_1588	cds-NP_216105.1
lcl|NC_000962.3_prot_NP_216106.1_1589	cds-NP_216106.1
lcl|NC_000962.3_prot_NP_216107.1_1590	cds-NP_216107.1
lcl|NC_000962.3_prot_NP_216108.1_1591	cds-NP_216108.1
lcl|NC_000962.3_prot_NP_216109.1_1592	cds-NP_216109.1
lcl|NC_000962.3_prot_NP_216110.1_1593	cds-NP_216110.1
lcl|NC_000962.3_prot_NP_216111.1_1594	cds-NP_216111.1
lcl|NC_000962.3_prot_NP_216112.1_1595	cds-NP_216112.1
lcl|NC_000962.3_prot_NP_216113.1_1596	cds-NP_216113.1
lcl|NC_000962.3_prot_NP_216114.1_1597	cds-NP_216114.1
lcl|NC_000962.3_prot_NP_216115.1_1598	cds-NP_216115.1
lcl|NC_000962.3_prot_YP_177823.1_1599	cds-YP_177823.1
lcl|NC_000962.3_prot_NP_216117.1_1600	cds-NP_216117.1
lcl|NC_000962.3_prot_NP_216118.1_1601	cds-NP_216118.1
lcl|NC_000962.3_prot_NP_216119.1_1602	cds-NP_216119.1
lcl|NC_000962.3_prot_NP_216120.1_1603	cds-NP_216120.1
lcl|NC_000962.3_prot_NP_216121.1_1604	cds-NP_216121.1
lcl|NC_000962.3_prot_NP_216638.2_1605	cds-NP_216638.2
lcl|NC_000962.3_prot_NP_216123.1_1606	cds-NP_216123.1
lcl|NC_000962.3_prot_NP_216124.1_1607	cds-NP_216124.1
lcl|NC_000962.3_prot_NP_216125.1_1608	cds-NP_216125.1
lcl|NC_000962.3_prot_NP_216126.1_1609	cds-NP_216126.1
lcl|NC_000962.3_prot_NP_216127.1_1610	cds-NP_216127.1
lcl|NC_000962.3_prot_NP_216128.1_1611	cds-NP_216128.1
lcl|NC_000962.3_prot_NP_216129.1_1612	cds-NP_216129.1
lcl|NC_000962.3_prot_NP_216130.1_1613	cds-NP_216130.1
lcl|NC_000962.3_prot_NP_216131.1_1614	cds-NP_216131.1
lcl|NC_000962.3_prot_NP_216132.1_1615	cds-NP_216132.1
lcl|NC_000962.3_prot_NP_216133.1_1616	cds-NP_216133.1
lcl|NC_000962.3_prot_NP_216134.1_1617	cds-NP_216134.1
lcl|NC_000962.3_prot_NP_216135.1_1618	cds-NP_216135.1
lcl|NC_000962.3_prot_NP_216136.1_1619	cds-NP_216136.1
lcl|NC_000962.3_prot_NP_216137.1_1620	cds-NP_216137.1
lcl|NC_000962.3_prot_NP_216138.1_1621	cds-NP_216138.1
lcl|NC_000962.3_prot_YP_177824.1_1622	cds-YP_177824.1
lcl|NC_000962.3_prot_NP_216140.1_1623	cds-NP_216140.1
lcl|NC_000962.3_prot_NP_216141.2_1624	cds-NP_216141.2
lcl|NC_000962.3_prot_NP_216142.1_1625	cds-NP_216142.1
lcl|NC_000962.3_prot_NP_216143.1_1626	cds-NP_216143.1
lcl|NC_000962.3_prot_NP_216144.1_1627	cds-NP_216144.1
lcl|NC_000962.3_prot_NP_216145.1_1628	cds-NP_216145.1
lcl|NC_000962.3_prot_NP_216146.1_1629	cds-NP_216146.1
lcl|NC_000962.3_prot_NP_216147.1_1630	cds-NP_216147.1
lcl|NC_000962.3_prot_NP_216148.1_1631	cds-NP_216148.1
lcl|NC_000962.3_prot_NP_216149.3_1632	cds-NP_216149.3
lcl|NC_000962.3_prot_NP_216150.1_1633	cds-NP_216150.1
lcl|NC_000962.3_prot_NP_216151.1_1634	cds-NP_216151.1
lcl|NC_000962.3_prot_NP_216152.1_1635	cds-NP_216152.1
lcl|NC_000962.3_prot_NP_216153.1_1636	cds-NP_216153.1
lcl|NC_000962.3_prot_NP_216154.1_1637	cds-NP_216154.1
lcl|NC_000962.3_prot_YP_177650.1_1638	cds-YP_177650.1
lcl|NC_000962.3_prot_NP_216155.1_1639	cds-NP_216155.1
lcl|NC_000962.3_prot_NP_216156.1_1640	cds-NP_216156.1
lcl|NC_000962.3_prot_NP_216157.1_1641	cds-NP_216157.1
lcl|NC_000962.3_prot_NP_216158.1_1642	cds-NP_216158.1
lcl|NC_000962.3_prot_NP_216159.1_1643	cds-NP_216159.1
lcl|NC_000962.3_prot_NP_216160.1_1644	cds-NP_216160.1
lcl|NC_000962.3_prot_NP_216161.1_1645	cds-NP_216161.1
lcl|NC_000962.3_prot_YP_177825.1_1646	cds-YP_177825.1
